Oscilloscope data. 
Time step = 80,00 nS
Voltage step = 31,25 mV
Zero level = 95

N 	Min. 	Max.	T min 	T max.
1334	166	167	1	1
1335	167	167	1	1
1336	166	167	1	1
1337	166	167	1	1
1338	166	167	1	1
1339	166	167	1	1
1340	166	167	1	1
1341	166	166	1	1
1342	166	167	1	1
1343	166	167	1	1
1344	166	167	1	1
1345	166	167	1	1
1346	166	167	1	1
1347	166	167	1	1
1348	166	167	1	1
1349	166	167	1	1
1350	166	167	1	1
1351	166	167	1	1
1352	166	167	1	1
1353	166	167	1	1
1354	166	167	1	1
1355	166	166	1	1
1356	166	166	1	1
1357	166	166	1	1
1358	166	166	1	1
1359	165	166	1	1
1360	166	166	1	1
1361	166	166	1	1
1362	166	166	1	1
1363	166	166	1	1
1364	165	166	1	1
1365	165	166	1	1
1366	165	166	1	1
1367	166	166	1	1
1368	165	166	1	1
1369	165	166	1	1
1370	165	166	1	1
1371	165	165	1	1
1372	165	165	1	1
1373	165	166	1	1
1374	165	165	1	1
1375	165	165	1	1
1376	165	165	1	1
1377	165	165	1	1
1378	165	165	1	1
1379	164	165	1	1
1380	164	165	1	1
1381	164	165	1	1
1382	164	165	1	1
1383	164	165	1	1
1384	164	165	1	1
1385	164	165	1	1
1386	164	165	1	1
1387	164	165	1	1
1388	164	165	1	1
1389	164	164	1	1
1390	163	164	1	1
1391	163	164	1	1
1392	163	164	1	1
1393	163	164	1	1
1394	163	164	1	1
1395	163	164	1	1
1396	163	164	1	1
1397	163	163	1	1
1398	163	163	1	1
1399	163	163	1	1
1400	162	163	1	1
1401	162	163	1	1
1402	162	163	1	1
1403	162	163	1	1
1404	162	163	1	1
1405	161	162	1	1
1406	161	163	1	1
1407	162	162	1	1
1408	161	162	1	1
1409	161	162	1	1
1410	161	163	1	1
1411	161	162	1	1
1412	161	161	1	1
1413	161	161	1	1
1414	161	161	1	1
1415	161	161	1	1
1416	160	161	1	1
1417	160	161	1	1
1418	160	161	1	1
1419	160	161	1	1
1420	160	161	1	1
1421	160	161	1	1
1422	160	161	1	1
1423	160	161	1	1
1424	160	160	1	1
1425	159	160	1	1
1426	159	161	1	1
1427	159	160	1	1
1428	159	161	1	1
1429	159	161	1	1
1430	159	160	1	1
1431	159	160	1	1
1432	159	160	1	1
1433	159	160	1	1
1434	158	159	1	1
1435	158	159	1	1
1436	158	159	1	1
1437	158	159	1	1
1438	157	158	1	1
1439	157	158	1	1
1440	157	158	1	1
1441	157	158	1	1
1442	157	158	1	1
1443	157	157	1	1
1444	157	157	1	1
1445	157	157	1	1
1446	156	157	1	1
1447	156	157	1	1
1448	156	157	1	1
1449	156	157	1	1
1450	155	156	1	1
1451	155	156	1	1
1452	155	156	1	1
1453	155	155	1	1
1454	155	155	1	1
1455	154	155	1	1
1456	154	155	1	1
1457	154	155	1	1
1458	154	155	1	1
1459	154	154	1	1
1460	154	154	1	1
1461	153	154	1	1
1462	153	154	1	1
1463	153	154	1	1
1464	153	154	1	1
1465	153	154	1	1
1466	152	153	1	1
1467	152	153	1	1
1468	152	153	1	1
1469	152	152	1	1
1470	152	152	1	1
1471	151	152	1	1
1472	151	152	1	1
1473	151	152	1	1
1474	151	152	1	1
1475	150	151	1	1
1476	150	151	1	1
1477	150	151	1	1
1478	150	150	1	1
1479	150	150	1	1
1480	149	150	1	1
1481	149	150	1	1
1482	149	150	1	1
1483	149	149	1	1
1484	148	149	1	1
1485	149	149	1	1
1486	148	149	1	1
1487	148	149	1	1
1488	148	149	1	1
1489	148	148	1	1
1490	147	148	1	1
1491	147	148	1	1
1492	147	148	1	1
1493	147	147	1	1
1494	147	147	1	1
1495	146	147	1	1
1496	146	147	1	1
1497	146	147	1	1
1498	145	146	1	1
1499	145	146	1	1
1500	145	146	1	1
1501	145	146	1	1
1502	145	145	1	1
1503	144	145	1	1
1504	144	144	1	1
1505	144	144	1	1
1506	143	144	1	1
1507	143	144	1	1
1508	143	144	1	1
1509	143	144	1	1
1510	143	143	1	1
1511	142	143	1	1
1512	142	143	1	1
1513	142	143	1	1
1514	142	142	1	1
1515	142	142	1	1
1516	141	142	1	1
1517	141	142	1	1
1518	141	142	1	1
1519	141	141	1	1
1520	140	141	1	1
1521	140	141	1	1
1522	140	141	1	1
1523	140	140	1	1
1524	139	140	1	1
1525	139	140	1	1
1526	139	139	1	1
1527	139	139	1	1
1528	139	139	1	1
1529	138	139	1	1
1530	138	139	1	1
1531	138	139	1	1
1532	137	138	1	1
1533	137	138	1	1
1534	137	138	1	1
1535	137	137	1	1
1536	136	137	1	1
1537	136	137	1	1
1538	136	137	1	1
1539	135	136	1	1
1540	135	136	1	1
1541	135	136	1	1
1542	135	136	1	1
1543	135	135	1	1
1544	134	135	1	1
1545	134	135	1	1
1546	134	135	1	1
1547	134	134	1	1
1548	134	134	1	1
1549	133	134	1	1
1550	133	134	1	1
1551	133	133	1	1
1552	133	133	1	1
1553	132	133	1	1
1554	132	133	1	1
1555	132	132	1	1
1556	132	132	1	1
1557	131	132	1	1
1558	131	132	1	1
1559	131	132	1	1
1560	131	131	1	1
1561	130	131	1	1
1562	131	131	1	1
1563	130	131	1	1
1564	129	130	1	1
1565	129	130	1	1
1566	129	130	1	1
1567	129	129	1	1
1568	129	129	1	1
1569	128	129	1	1
1570	128	129	1	1
1571	128	129	1	1
1572	128	129	1	1
1573	128	128	1	1
1574	128	128	1	1
1575	127	128	1	1
1576	127	128	1	1
1577	127	128	1	1
1578	126	128	1	1
1579	126	128	1	1
1580	126	127	1	1
1581	126	127	1	1
1582	126	127	1	1
1583	125	126	1	1
1584	125	126	1	1
1585	125	126	1	1
1586	124	125	0	1
1587	124	125	0	0
1588	124	125	0	0
1589	124	125	0	0
1590	124	124	0	0
1591	123	124	0	0
1592	123	124	0	0
1593	123	124	0	0
1594	123	123	0	0
1595	122	123	0	0
1596	122	123	0	0
1597	122	123	0	0
1598	122	123	0	0
1599	121	122	0	0
1600	121	122	0	0
1601	121	122	0	0
1602	120	121	0	0
1603	120	121	0	0
1604	120	121	0	0
1605	120	120	0	0
1606	120	120	0	0
1607	119	121	0	0
1608	119	120	0	0
1609	119	120	0	0
1610	118	119	0	0
1611	119	119	0	0
1612	119	119	0	0
1613	118	119	0	0
1614	118	119	0	0
1615	118	118	0	0
1616	118	118	0	0
1617	117	118	0	0
1618	117	118	0	0
1619	117	117	0	0
1620	117	117	0	0
1621	117	117	0	0
1622	116	117	0	0
1623	116	117	0	0
1624	116	116	0	0
1625	115	116	0	0
1626	115	116	0	0
1627	115	116	0	0
1628	115	116	0	0
1629	115	115	0	0
1630	114	115	0	0
1631	114	115	0	0
1632	114	115	0	0
1633	113	114	0	0
1634	113	115	0	0
1635	113	113	0	0
1636	113	114	0	0
1637	113	113	0	0
1638	113	113	0	0
1639	112	113	0	0
1640	112	113	0	0
1641	112	112	0	0
1642	112	112	0	0
1643	111	112	0	0
1644	111	112	0	0
1645	111	112	0	0
1646	111	112	0	0
1647	111	111	0	0
1648	111	111	0	0
1649	110	111	0	0
1650	110	111	0	0
1651	110	111	0	0
1652	110	110	0	0
1653	110	110	0	0
1654	109	110	0	0
1655	109	110	0	0
1656	109	109	0	0
1657	109	109	0	0
1658	109	109	0	0
1659	108	109	0	0
1660	108	109	0	0
1661	108	109	0	0
1662	108	109	0	0
1663	108	109	0	0
1664	107	108	0	0
1665	107	108	0	0
1666	107	108	0	0
1667	107	107	0	0
1668	107	107	0	0
1669	107	107	0	0
1670	106	107	0	0
1671	106	107	0	0
1672	106	107	0	0
1673	106	106	0	0
1674	105	106	0	0
1675	105	106	0	0
1676	106	106	0	0
1677	105	106	0	0
1678	105	105	0	0
1679	105	105	0	0
1680	104	105	0	0
1681	104	105	0	0
1682	104	105	0	0
1683	104	105	0	0
1684	104	104	0	0
1685	103	104	0	0
1686	103	105	0	0
1687	103	104	0	0
1688	103	104	0	0
1689	103	104	0	0
1690	103	103	0	0
1691	103	103	0	0
1692	103	103	0	0
1693	102	103	0	0
1694	102	103	0	0
1695	102	103	0	0
1696	102	103	0	0
1697	102	102	0	0
1698	102	102	0	0
1699	101	102	0	0
1700	101	102	0	0
1701	101	102	0	0
1702	101	102	0	0
1703	101	102	0	0
1704	101	101	0	0
1705	100	101	0	0
1706	100	101	0	0
1707	100	101	0	0
1708	100	101	0	0
1709	100	101	0	0
1710	100	101	0	0
1711	100	101	0	0
1712	99	100	0	0
1713	100	101	0	0
1714	99	100	0	0
1715	99	100	0	0
1716	99	100	0	0
1717	99	100	0	0
1718	99	100	0	0
1719	99	99	0	0
1720	99	99	0	0
1721	99	99	0	0
1722	98	99	0	0
1723	99	99	0	0
1724	98	99	0	0
1725	98	99	0	0
1726	98	99	0	0
1727	98	99	0	0
1728	98	99	0	0
1729	98	98	0	0
1730	98	98	0	0
1731	97	98	0	0
1732	97	99	0	0
1733	97	98	0	0
1734	97	98	0	0
1735	97	98	0	0
1736	97	98	0	0
1737	97	98	0	0
1738	97	98	0	0
1739	97	97	0	0
1740	97	97	0	0
1741	97	97	0	0
1742	97	97	0	0
1743	97	97	0	0
1744	97	97	0	0
1745	97	97	0	0
1746	96	97	0	0
1747	97	97	0	0
1748	96	97	0	0
1749	96	97	0	0
1750	96	97	0	0
1751	96	96	0	0
1752	96	96	0	0
1753	96	97	0	0
1754	96	96	0	0
1755	95	96	0	0
1756	96	97	0	0
1757	96	96	0	0
1758	96	96	0	0
1759	96	96	0	0
1760	95	96	0	0
1761	96	96	0	0
1762	96	96	0	0
1763	96	96	0	0
1764	95	96	0	0
1765	96	96	0	0
1766	95	96	0	0
1767	95	96	0	0
1768	95	97	0	0
1769	95	97	0	0
1770	95	96	0	0
1771	95	96	0	0
1772	95	96	0	0
1773	95	96	0	0
1774	95	96	0	0
1775	95	96	0	0
1776	95	96	0	0
1777	95	96	0	0
1778	95	96	0	0
1779	95	96	0	0
1780	95	96	0	0
1781	95	96	0	0
1782	95	96	0	0
1783	95	96	0	0
1784	95	97	0	0
1785	95	96	0	0
1786	95	97	0	0
1787	95	96	0	0
1788	95	96	0	0
1789	95	96	0	0
1790	95	96	0	0
1791	95	96	0	0
1792	95	96	0	0
1793	95	96	0	0
1794	95	96	0	0
1795	95	96	0	0
1796	95	96	0	0
1797	95	97	0	0
1798	95	96	0	0
1799	95	96	0	0
1800	95	96	0	0
1801	95	96	0	0
1802	95	96	0	0
1803	95	96	0	0
1804	95	96	0	0
1805	95	97	0	0
1806	95	96	0	0
1807	95	96	0	0
1808	95	97	0	0
1809	95	96	0	0
1810	95	96	0	0
1811	95	97	0	0
1812	95	97	0	0
1813	95	96	0	0
1814	95	96	0	0
1815	95	96	0	0
1816	95	96	0	0
1817	95	97	0	0
1818	96	96	0	0
1819	96	96	0	0
1820	96	96	0	0
1821	96	96	0	0
1822	96	96	0	0
1823	96	97	0	0
1824	96	96	0	0
1825	96	97	0	0
1826	96	97	0	0
1827	96	97	0	0
1828	96	97	0	0
1829	96	97	0	0
1830	96	97	0	0
1831	97	97	0	0
1832	96	97	0	0
1833	97	97	0	0
1834	97	97	0	0
1835	96	97	0	0
1836	97	97	0	0
1837	97	97	0	0
1838	97	97	0	0
1839	97	97	0	0
1840	97	97	0	0
1841	97	97	0	0
1842	97	97	0	0
1843	97	98	0	0
1844	97	98	0	0
1845	97	98	0	0
1846	97	98	0	0
1847	97	98	0	0
1848	97	98	0	0
1849	97	98	0	0
1850	98	98	0	0
1851	99	99	0	0
1852	98	99	0	0
1853	98	99	0	0
1854	98	99	0	0
1855	98	99	0	0
1856	99	99	0	0
1857	99	99	0	0
1858	99	99	0	0
1859	99	99	0	0
1860	99	99	0	0
1861	99	100	0	0
1862	99	100	0	0
1863	99	100	0	0
1864	100	100	0	0
1865	100	100	0	0
1866	100	100	0	0
1867	100	100	0	0
1868	100	101	0	0
1869	100	101	0	0
1870	100	101	0	0
1871	100	101	0	0
1872	100	101	0	0
1873	101	101	0	0
1874	101	101	0	0
1875	101	101	0	0
1876	101	101	0	0
1877	101	102	0	0
1878	101	102	0	0
1879	102	102	0	0
1880	101	102	0	0
1881	101	102	0	0
1882	102	102	0	0
1883	102	102	0	0
1884	102	103	0	0
1885	102	103	0	0
1886	102	103	0	0
1887	102	103	0	0
1888	103	103	0	0
1889	103	104	0	0
1890	103	103	0	0
1891	103	104	0	0
1892	103	104	0	0
1893	103	105	0	0
1894	104	104	0	0
1895	103	105	0	0
1896	104	104	0	0
1897	104	105	0	0
1898	104	105	0	0
1899	104	105	0	0
1900	104	105	0	0
1901	105	105	0	0
1902	105	105	0	0
1903	105	106	0	0
1904	105	106	0	0
1905	105	106	0	0
1906	106	106	0	0
1907	106	106	0	0
1908	106	107	0	0
1909	106	107	0	0
1910	106	107	0	0
1911	107	107	0	0
1912	107	107	0	0
1913	107	108	0	0
1914	107	108	0	0
1915	107	108	0	0
1916	108	108	0	0
1917	108	108	0	0
1918	108	108	0	0
1919	108	109	0	0
1920	109	109	0	0
1921	109	109	0	0
1922	109	109	0	0
1923	109	109	0	0
1924	109	110	0	0
1925	109	110	0	0
1926	109	110	0	0
1927	109	110	0	0
1928	110	110	0	0
1929	110	111	0	0
1930	110	111	0	0
1931	110	111	0	0
1932	111	112	0	0
1933	111	112	0	0
1934	111	112	0	0
1935	111	112	0	0
1936	111	112	0	0
1937	112	112	0	0
1938	112	112	0	0
1939	112	113	0	0
1940	112	113	0	0
1941	112	113	0	0
1942	113	113	0	0
1943	113	113	0	0
1944	113	113	0	0
1945	113	114	0	0
1946	113	114	0	0
1947	114	115	0	0
1948	114	115	0	0
1949	114	115	0	0
1950	115	115	0	0
1951	114	115	0	0
1952	115	115	0	0
1953	115	116	0	0
1954	115	116	0	0
1955	115	116	0	0
1956	116	116	0	0
1957	116	117	0	0
1958	116	117	0	0
1959	116	117	0	0
1960	117	117	0	0
1961	117	118	0	0
1962	117	118	0	0
1963	117	118	0	0
1964	117	118	0	0
1965	118	119	0	0
1966	118	119	0	0
1967	118	119	0	0
1968	118	119	0	0
1969	118	119	0	0
1970	119	119	0	0
1971	119	119	0	0
1972	119	120	0	0
1973	120	121	0	0
1974	120	121	0	0
1975	120	121	0	0
1976	120	121	0	0
1977	121	121	0	0
1978	120	121	0	0
1979	121	122	0	0
1980	121	122	0	0
1981	121	122	0	0
1982	122	122	0	0
1983	122	123	0	0
1984	122	123	0	0
1985	123	123	0	0
1986	123	123	0	0
1987	123	124	0	0
1988	123	124	0	0
1989	123	124	0	0
1990	124	124	0	0
1991	124	125	0	0
1992	124	125	0	0
1993	125	125	0	0
1994	125	125	0	0
1995	125	125	0	0
1996	125	126	0	0
1997	126	126	0	0
1998	126	126	0	0
1999	126	127	0	0
2000	126	127	0	0
2001	126	127	0	0
2002	127	127	0	0
2003	127	129	0	0
2004	127	128	0	0
2005	127	129	0	0
2006	128	128	0	0
2007	128	128	0	0
2008	128	128	0	0
2009	128	129	0	0
2010	128	129	0	0
2011	129	129	0	0
2012	129	129	0	0
2013	129	130	0	0
2014	129	130	0	0
2015	129	130	0	0
2016	129	131	0	0
2017	130	131	0	0
2018	130	131	0	0
2019	131	131	0	0
2020	131	131	0	0
2021	131	132	0	0
2022	131	132	0	0
2023	132	132	0	0
2024	132	132	0	0
2025	132	133	0	0
2026	132	132	0	0
2027	133	133	0	0
2028	133	133	0	0
2029	133	134	0	0
2030	133	134	0	0
2031	134	134	0	0
2032	133	134	0	0
2033	134	135	0	0
2034	134	135	0	0
2035	134	135	0	0
2036	135	135	0	0
2037	135	135	0	0
2038	135	136	0	0
2039	135	136	0	0
2040	135	137	0	0
2041	136	137	0	0
2042	136	137	0	0
2043	137	137	0	0
2044	137	137	0	0
2045	137	137	0	0
2046	137	138	0	0
2047	137	138	0	0
2048	137	138	0	0
2049	138	139	0	0
2050	138	139	0	0
2051	138	139	0	0
2052	138	139	0	0
2053	139	139	0	0
2054	139	140	0	0
2055	139	140	0	0
2056	140	140	0	0
2057	140	141	0	0
2058	140	141	0	0
2059	140	141	0	0
2060	140	141	0	0
2061	141	141	0	0
2062	141	142	0	0
2063	141	142	0	0
2064	141	142	0	0
2065	141	142	0	0
2066	142	142	0	0
2067	142	143	0	0
2068	142	143	0	0
2069	143	143	0	0
2070	143	144	0	0
2071	143	144	0	0
2072	143	144	0	0
2073	143	144	0	0
2074	144	145	0	0
2075	144	145	0	0
2076	144	145	0	0
2077	144	145	0	0
2078	145	145	0	0
2079	145	146	0	0
2080	145	147	0	0
2081	145	147	0	0
2082	146	147	0	0
2083	146	147	0	0
2084	146	147	0	0
2085	146	147	0	0
2086	147	147	0	0
2087	147	147	0	1
2088	147	148	1	1
2089	147	148	1	1
2090	147	149	1	1
2091	148	149	1	1
2092	148	148	1	1
2093	148	149	1	1
2094	148	149	1	1
2095	149	149	1	1
2096	149	149	1	1
2097	149	150	1	1
2098	149	150	1	1
2099	149	150	1	1
2100	149	150	1	1
2101	150	150	1	1
2102	150	150	1	1
2103	150	151	1	1
2104	150	151	1	1
2105	151	151	1	1
2106	151	151	1	1
2107	151	151	1	1
2108	151	153	1	1
2109	152	152	1	1
2110	151	152	1	1
2111	152	153	1	1
2112	152	153	1	1
2113	152	153	1	1
2114	153	153	1	1
2115	153	153	1	1
2116	153	154	1	1
2117	153	154	1	1
2118	153	154	1	1
2119	154	154	1	1
2120	154	154	1	1
2121	154	154	1	1
2122	154	155	1	1
2123	154	155	1	1
2124	154	155	1	1
2125	155	155	1	1
2126	155	155	1	1
2127	155	155	1	1
2128	155	155	1	1
2129	156	156	1	1
2130	155	156	1	1
2131	156	157	1	1
2132	156	157	1	1
2133	156	157	1	1
2134	156	157	1	1
2135	156	157	1	1
2136	157	157	1	1
2137	157	157	1	1
2138	157	157	1	1
2139	157	158	1	1
2140	157	158	1	1
2141	157	158	1	1
2142	158	158	1	1
2143	158	158	1	1
2144	158	159	1	1
2145	158	159	1	1
2146	158	159	1	1
2147	158	159	1	1
2148	159	159	1	1
2149	159	159	1	1
2150	159	159	1	1
2151	159	160	1	1
2152	159	160	1	1
2153	159	161	1	1
2154	159	161	1	1
2155	160	161	1	1
2156	160	161	1	1
2157	160	161	1	1
2158	160	161	1	1
2159	160	161	1	1
2160	160	161	1	1
2161	160	161	1	1
2162	160	161	1	1
2163	160	161	1	1
2164	161	161	1	1
2165	161	161	1	1
2166	161	161	1	1
2167	161	162	1	1
2168	161	161	1	1
2169	161	162	1	1
2170	161	162	1	1
2171	161	162	1	1
2172	161	162	1	1
2173	161	162	1	1
2174	162	163	1	1
2175	162	162	1	1
2176	162	162	1	1
2177	162	163	1	1
2178	162	163	1	1
2179	162	163	1	1
2180	163	163	1	1
2181	162	163	1	1
2182	163	163	1	1
2183	163	163	1	1
2184	163	163	1	1
2185	163	164	1	1
2186	163	164	1	1
2187	163	164	1	1
2188	163	164	1	1
2189	163	164	1	1
2190	163	164	1	1
2191	164	164	1	1
2192	164	164	1	1
2193	164	165	1	1
2194	164	164	1	1
2195	164	165	1	1
2196	164	165	1	1
2197	164	164	1	1
2198	164	165	1	1
2199	164	165	1	1
2200	164	165	1	1
2201	165	165	1	1
2202	165	165	1	1
2203	165	165	1	1
2204	165	165	1	1
2205	165	165	1	1
2206	165	166	1	1
2207	165	165	1	1
2208	165	165	1	1
2209	165	165	1	1
2210	165	166	1	1
2211	165	166	1	1
2212	165	166	1	1
2213	166	166	1	1
2214	165	166	1	1
2215	165	166	1	1
2216	165	166	1	1
2217	166	166	1	1
2218	166	166	1	1
2219	166	166	1	1
2220	166	166	1	1
2221	165	166	1	1
2222	166	166	1	1
2223	166	166	1	1
2224	166	166	1	1
2225	166	166	1	1
2226	166	167	1	1
2227	166	166	1	1
2228	166	166	1	1
2229	166	166	1	1
2230	166	167	1	1
2231	166	167	1	1
2232	166	167	1	1
2233	166	167	1	1
2234	166	167	1	1
2235	166	167	1	1
2236	166	167	1	1
2237	166	167	1	1
2238	166	166	1	1
2239	166	167	1	1
2240	166	167	1	1
2241	166	167	1	1
2242	166	167	1	1
2243	166	167	1	1
2244	167	167	1	1
2245	166	167	1	1
2246	166	167	1	1
2247	166	167	1	1
2248	166	167	1	1
2249	166	167	1	1
2250	167	167	1	1
2251	166	167	1	1
2252	166	167	1	1
2253	166	167	1	1
2254	166	167	1	1
2255	166	167	1	1
2256	166	167	1	1
2257	166	167	1	1
2258	166	167	1	1
2259	166	167	1	1
2260	166	167	1	1
2261	166	167	1	1
2262	166	167	1	1
2263	166	167	1	1
2264	166	167	1	1
2265	166	167	1	1
2266	166	166	1	1
2267	166	167	1	1
2268	166	167	1	1
2269	166	167	1	1
2270	166	167	1	1
2271	166	167	1	1
2272	166	166	1	1
2273	166	166	1	1
2274	166	166	1	1
2275	166	166	1	1
2276	166	166	1	1
2277	166	166	1	1
2278	166	166	1	1
2279	166	166	1	1
2280	166	166	1	1
2281	165	166	1	1
2282	165	166	1	1
2283	165	166	1	1
2284	166	166	1	1
2285	165	166	1	1
2286	165	166	1	1
2287	165	166	1	1
2288	165	166	1	1
2289	165	166	1	1
2290	165	165	1	1
2291	165	166	1	1
2292	165	165	1	1
2293	165	165	1	1
2294	165	165	1	1
2295	164	165	1	1
2296	165	165	1	1
2297	164	165	1	1
2298	164	165	1	1
2299	164	165	1	1
2300	164	165	1	1
2301	164	165	1	1
2302	164	165	1	1
2303	164	165	1	1
2304	164	164	1	1
2305	164	164	1	1
2306	164	164	1	1
2307	163	164	1	1
2308	163	164	1	1
2309	163	164	1	1
2310	163	164	1	1
2311	163	164	1	1
2312	163	164	1	1
2313	163	164	1	1
2314	163	164	1	1
2315	163	164	1	1
2316	163	164	1	1
2317	163	163	1	1
2318	163	163	1	1
2319	162	163	1	1
2320	162	163	1	1
2321	162	163	1	1
2322	162	163	1	1
2323	162	162	1	1
2324	161	162	1	1
2325	162	162	1	1
2326	162	162	1	1
2327	161	162	1	1
2328	161	162	1	1
2329	161	162	1	1
2330	161	161	1	1
2331	161	161	1	1
2332	161	161	1	1
2333	161	161	1	1
2334	160	161	1	1
2335	160	161	1	1
2336	160	161	1	1
2337	160	161	1	1
2338	160	161	1	1
2339	160	161	1	1
2340	160	161	1	1
2341	160	161	1	1
2342	160	160	1	1
2343	160	160	1	1
2344	159	160	1	1
2345	159	160	1	1
2346	159	160	1	1
2347	159	160	1	1
2348	159	160	1	1
2349	159	160	1	1
2350	158	160	1	1
2351	158	160	1	1
2352	158	159	1	1
2353	158	159	1	1
2354	158	158	1	1
2355	158	158	1	1
2356	158	158	1	1
2357	157	158	1	1
2358	157	158	1	1
2359	157	158	1	1
2360	157	158	1	1
2361	157	158	1	1
2362	157	157	1	1
2363	156	157	1	1
2364	156	157	1	1
2365	156	157	1	1
2366	156	157	1	1
2367	156	156	1	1
2368	155	156	1	1
2369	155	156	1	1
2370	155	156	1	1
2371	155	156	1	1
2372	155	155	1	1
2373	154	155	1	1
2374	154	155	1	1
2375	154	155	1	1
2376	154	155	1	1
2377	154	154	1	1
2378	154	154	1	1
2379	153	154	1	1
2380	153	154	1	1
2381	153	154	1	1
2382	153	153	1	1
2383	153	153	1	1
2384	152	153	1	1
2385	152	153	1	1
2386	152	153	1	1
2387	151	153	1	1
2388	152	153	1	1
2389	151	152	1	1
2390	151	153	1	1
2391	151	152	1	1
2392	151	152	1	1
2393	151	151	1	1
2394	150	151	1	1
2395	150	151	1	1
2396	150	150	1	1
2397	150	151	1	1
2398	150	151	1	1
2399	149	150	1	1
2400	149	150	1	1
2401	149	150	1	1
2402	149	149	1	1
2403	148	149	1	1
2404	148	149	1	1
2405	148	149	1	1
2406	148	149	1	1
2407	148	149	1	1
2408	147	148	1	1
2409	147	148	1	1
2410	147	148	1	1
2411	147	148	1	1
2412	147	148	1	1
2413	146	147	1	1
2414	146	147	1	1
2415	146	147	1	1
2416	146	147	1	1
2417	145	146	1	1
2418	145	146	1	1
2419	145	145	1	1
2420	145	145	1	1
2421	144	145	1	1
2422	144	145	1	1
2423	144	144	1	1
2424	143	144	1	1
2425	143	144	1	1
2426	143	144	1	1
2427	143	144	1	1
2428	143	144	1	1
2429	143	143	1	1
2430	142	143	1	1
2431	142	143	1	1
2432	142	143	1	1
2433	141	142	1	1
2434	142	142	1	1
2435	141	142	1	1
2436	141	142	1	1
2437	141	141	1	1
2438	140	141	1	1
2439	140	141	1	1
2440	140	141	1	1
2441	140	141	1	1
2442	140	141	1	1
2443	139	140	1	1
2444	139	140	1	1
2445	139	139	1	1
2446	139	139	1	1
2447	139	139	1	1
2448	138	139	1	1
2449	138	139	1	1
2450	137	138	1	1
2451	137	138	1	1
2452	137	138	1	1
2453	137	137	1	1
2454	136	137	1	1
2455	136	137	1	1
2456	136	137	1	1
2457	136	136	1	1
2458	135	136	1	1
2459	135	136	1	1
2460	135	136	1	1
2461	135	135	1	1
2462	134	135	1	1
2463	134	135	1	1
2464	134	135	1	1
2465	134	135	1	1
2466	134	134	1	1
2467	133	134	1	1
2468	133	134	1	1
2469	133	134	1	1
2470	132	133	1	1
2471	132	133	1	1
2472	132	133	1	1
2473	132	132	1	1
2474	132	133	1	1
2475	132	132	1	1
2476	131	132	1	1
2477	131	132	1	1
2478	131	132	1	1
2479	131	131	1	1
2480	130	131	1	1
2481	130	131	1	1
2482	129	131	1	1
2483	130	130	1	1
2484	129	130	1	1
2485	129	129	1	1
2486	129	129	1	1
2487	129	129	1	1
2488	128	129	1	1
2489	128	129	1	1
2490	128	129	1	1
2491	128	128	1	1
2492	128	128	1	1
2493	127	129	1	1
2494	127	128	1	1
2495	127	128	1	1
2496	127	128	1	1
2497	126	128	1	1
2498	126	128	1	1
2499	126	127	1	1
2500	126	127	1	1
2501	126	126	1	1
2502	125	126	1	1
2503	125	126	1	1
2504	125	125	0	1
2505	124	125	0	0
2506	124	125	0	0
2507	124	124	0	0
2508	123	124	0	0
2509	123	124	0	0
2510	124	124	0	0
2511	123	124	0	0
2512	123	124	0	0
2513	123	123	0	0
2514	122	123	0	0
2515	122	123	0	0
2516	122	122	0	0
2517	121	122	0	0
2518	121	122	0	0
2519	121	122	0	0
2520	121	121	0	0
2521	120	121	0	0
2522	120	121	0	0
2523	120	121	0	0
2524	120	120	0	0
2525	119	120	0	0
2526	119	120	0	0
2527	119	120	0	0
2528	119	120	0	0
2529	118	120	0	0
2530	119	119	0	0
2531	118	119	0	0
2532	118	119	0	0
2533	118	119	0	0
2534	118	118	0	0
2535	117	118	0	0
2536	117	118	0	0
2537	117	118	0	0
2538	117	117	0	0
2539	116	117	0	0
2540	116	117	0	0
2541	116	117	0	0
2542	116	116	0	0
2543	115	116	0	0
2544	115	116	0	0
2545	115	116	0	0
2546	115	115	0	0
2547	115	115	0	0
2548	114	115	0	0
2549	114	115	0	0
2550	114	115	0	0
2551	113	115	0	0
2552	113	114	0	0
2553	113	114	0	0
2554	113	114	0	0
2555	113	113	0	0
2556	112	113	0	0
2557	112	113	0	0
2558	112	113	0	0
2559	112	112	0	0
2560	112	112	0	0
2561	111	112	0	0
2562	111	112	0	0
2563	111	112	0	0
2564	111	112	0	0
2565	111	111	0	0
2566	111	111	0	0
2567	110	111	0	0
2568	110	111	0	0
2569	110	111	0	0
2570	110	110	0	0
2571	110	110	0	0
2572	109	110	0	0
2573	109	110	0	0
2574	109	109	0	0
2575	109	109	0	0
2576	109	109	0	0
2577	108	109	0	0
2578	108	109	0	0
2579	108	109	0	0
2580	108	108	0	0
2581	107	109	0	0
2582	107	108	0	0
2583	107	108	0	0
2584	107	108	0	0
2585	107	108	0	0
2586	107	107	0	0
2587	106	107	0	0
2588	106	107	0	0
2589	106	107	0	0
2590	106	106	0	0
2591	106	106	0	0
2592	106	106	0	0
2593	105	106	0	0
2594	105	106	0	0
2595	105	106	0	0
2596	105	105	0	0
2597	104	105	0	0
2598	104	105	0	0
2599	104	105	0	0
