Oscilloscope data. 
Time step = 80,00 nS
Voltage step = 31,25 mV
Zero level = 95

N 	Min. 	Max.	T min 	T max.
2600	104	105	0	0
2601	104	105	0	0
2602	104	105	0	0
2603	104	104	0	0
2604	103	104	0	0
2605	103	104	0	0
2606	103	104	0	0
2607	103	104	0	0
2608	103	104	0	0
2609	103	103	0	0
2610	103	103	0	0
2611	103	103	0	0
2612	102	103	0	0
2613	102	103	0	0
2614	102	103	0	0
2615	102	102	0	0
2616	101	102	0	0
2617	102	102	0	0
2618	101	102	0	0
2619	102	102	0	0
2620	101	102	0	0
2621	101	102	0	0
2622	101	101	0	0
2623	101	101	0	0
2624	101	101	0	0
2625	100	101	0	0
2626	100	101	0	0
2627	100	101	0	0
2628	100	101	0	0
2629	100	101	0	0
2630	100	100	0	0
2631	100	100	0	0
2632	99	100	0	0
2633	100	100	0	0
2634	99	100	0	0
2635	99	100	0	0
2636	99	100	0	0
2637	99	99	0	0
2638	99	99	0	0
2639	99	99	0	0
2640	99	99	0	0
2641	99	99	0	0
2642	99	99	0	0
2643	98	99	0	0
2644	98	99	0	0
2645	98	99	0	0
2646	98	99	0	0
2647	98	99	0	0
2648	97	99	0	0
2649	98	98	0	0
2650	97	98	0	0
2651	97	98	0	0
2652	97	98	0	0
2653	97	98	0	0
2654	97	98	0	0
2655	97	97	0	0
2656	97	97	0	0
2657	97	97	0	0
2658	97	97	0	0
2659	97	97	0	0
2660	97	97	0	0
2661	97	97	0	0
2662	97	97	0	0
2663	97	97	0	0
2664	97	97	0	0
2665	97	97	0	0
2666	96	97	0	0
2667	96	97	0	0
2668	96	97	0	0
2669	96	97	0	0
2670	96	97	0	0
2671	96	97	0	0
2672	96	97	0	0
2673	96	97	0	0
2674	96	96	0	0
2675	96	96	0	0
2676	96	96	0	0
2677	96	96	0	0
2678	95	96	0	0
2679	95	96	0	0
2680	95	97	0	0
2681	95	96	0	0
2682	95	97	0	0
2683	95	96	0	0
2684	95	97	0	0
2685	95	96	0	0
2686	95	96	0	0
2687	95	96	0	0
2688	95	96	0	0
2689	95	97	0	0
2690	95	97	0	0
2691	95	96	0	0
2692	95	96	0	0
2693	95	96	0	0
2694	95	96	0	0
2695	95	96	0	0
2696	95	96	0	0
2697	95	96	0	0
2698	95	96	0	0
2699	95	96	0	0
2700	95	96	0	0
2701	95	96	0	0
2702	95	97	0	0
2703	95	96	0	0
2704	95	96	0	0
2705	95	96	0	0
2706	95	96	0	0
2707	95	96	0	0
2708	95	97	0	0
2709	95	96	0	0
2710	95	96	0	0
2711	95	97	0	0
2712	95	96	0	0
2713	95	96	0	0
2714	95	96	0	0
2715	95	96	0	0
2716	95	96	0	0
2717	95	96	0	0
2718	95	96	0	0
2719	95	96	0	0
2720	95	96	0	0
2721	95	96	0	0
2722	95	96	0	0
2723	95	97	0	0
2724	95	96	0	0
2725	95	96	0	0
2726	95	97	0	0
2727	95	96	0	0
2728	95	96	0	0
2729	95	96	0	0
2730	95	96	0	0
2731	95	96	0	0
2732	95	96	0	0
2733	96	96	0	0
2734	96	96	0	0
2735	95	96	0	0
2736	95	96	0	0
2737	95	96	0	0
2738	95	97	0	0
2739	96	97	0	0
2740	95	96	0	0
2741	96	96	0	0
2742	96	96	0	0
2743	96	96	0	0
2744	96	97	0	0
2745	96	97	0	0
2746	96	97	0	0
2747	96	97	0	0
2748	96	97	0	0
2749	96	97	0	0
2750	96	97	0	0
2751	97	97	0	0
2752	97	97	0	0
2753	96	97	0	0
2754	97	97	0	0
2755	97	97	0	0
2756	97	97	0	0
2757	97	97	0	0
2758	97	97	0	0
2759	97	97	0	0
2760	97	97	0	0
2761	97	97	0	0
2762	97	98	0	0
2763	97	98	0	0
2764	97	98	0	0
2765	97	98	0	0
2766	97	98	0	0
2767	98	98	0	0
2768	98	99	0	0
2769	98	99	0	0
2770	98	99	0	0
2771	98	99	0	0
2772	98	99	0	0
2773	98	99	0	0
2774	98	99	0	0
2775	99	99	0	0
2776	99	99	0	0
2777	99	99	0	0
2778	99	99	0	0
2779	99	100	0	0
2780	99	100	0	0
2781	99	100	0	0
2782	99	100	0	0
2783	99	100	0	0
2784	100	100	0	0
2785	99	100	0	0
2786	100	100	0	0
2787	99	101	0	0
2788	100	101	0	0
2789	100	101	0	0
2790	100	101	0	0
2791	100	101	0	0
2792	100	101	0	0
2793	101	101	0	0
2794	101	101	0	0
2795	101	102	0	0
2796	101	102	0	0
2797	101	102	0	0
2798	101	102	0	0
2799	101	102	0	0
2800	102	102	0	0
2801	102	102	0	0
2802	102	102	0	0
2803	102	103	0	0
2804	102	103	0	0
2805	102	103	0	0
2806	102	103	0	0
2807	103	103	0	0
2808	103	103	0	0
2809	103	103	0	0
2810	103	103	0	0
2811	103	104	0	0
2812	103	105	0	0
2813	104	105	0	0
2814	104	104	0	0
2815	104	105	0	0
2816	104	105	0	0
2817	104	105	0	0
2818	104	105	0	0
2819	105	105	0	0
2820	105	105	0	0
2821	105	106	0	0
2822	105	106	0	0
2823	105	106	0	0
2824	105	106	0	0
2825	106	106	0	0
2826	106	106	0	0
2827	106	107	0	0
2828	106	107	0	0
2829	107	107	0	0
2830	107	107	0	0
2831	107	107	0	0
2832	107	107	0	0
2833	107	108	0	0
2834	107	108	0	0
2835	108	108	0	0
2836	108	108	0	0
2837	108	109	0	0
2838	108	109	0	0
2839	108	109	0	0
2840	108	109	0	0
2841	109	109	0	0
2842	109	109	0	0
2843	109	110	0	0
2844	109	110	0	0
2845	109	110	0	0
2846	110	110	0	0
2847	110	111	0	0
2848	110	111	0	0
2849	110	111	0	0
2850	111	111	0	0
2851	111	111	0	0
2852	111	112	0	0
2853	111	112	0	0
2854	111	112	0	0
2855	112	112	0	0
2856	111	113	0	0
2857	112	112	0	0
2858	112	113	0	0
2859	112	113	0	0
2860	113	113	0	0
2861	113	113	0	0
2862	113	113	0	0
2863	113	114	0	0
2864	113	114	0	0
2865	113	114	0	0
2866	114	115	0	0
2867	114	115	0	0
2868	114	115	0	0
2869	115	115	0	0
2870	115	115	0	0
2871	115	116	0	0
2872	115	116	0	0
2873	115	116	0	0
2874	115	116	0	0
2875	116	117	0	0
2876	116	117	0	0
2877	116	117	0	0
2878	117	117	0	0
2879	117	118	0	0
2880	117	118	0	0
2881	117	118	0	0
2882	118	118	0	0
2883	118	118	0	0
2884	118	118	0	0
2885	118	119	0	0
2886	118	119	0	0
2887	119	119	0	0
2888	119	119	0	0
2889	119	120	0	0
2890	119	120	0	0
2891	120	120	0	0
2892	120	120	0	0
2893	120	121	0	0
2894	120	121	0	0
2895	120	121	0	0
2896	121	121	0	0
2897	121	122	0	0
2898	121	122	0	0
2899	121	122	0	0
2900	122	122	0	0
2901	122	123	0	0
2902	122	123	0	0
2903	123	123	0	0
2904	123	124	0	0
2905	123	123	0	0
2906	123	124	0	0
2907	123	124	0	0
2908	124	124	0	0
2909	124	125	0	0
2910	124	125	0	0
2911	124	125	0	0
2912	125	125	0	0
2913	125	125	0	0
2914	125	126	0	0
2915	125	126	0	0
2916	126	126	0	0
2917	126	127	0	0
2918	126	127	0	0
2919	126	127	0	0
2920	127	127	0	0
2921	127	127	0	0
2922	127	128	0	0
2923	127	129	0	0
2924	128	128	0	0
2925	128	128	0	0
2926	128	128	0	0
2927	128	129	0	0
2928	128	129	0	0
2929	129	129	0	0
2930	129	129	0	0
2931	129	129	0	0
2932	129	130	0	0
2933	129	130	0	0
2934	129	130	0	0
2935	130	131	0	0
2936	130	131	0	0
2937	130	131	0	0
2938	131	131	0	0
2939	131	131	0	0
2940	131	132	0	0
2941	131	132	0	0
2942	131	133	0	0
2943	132	132	0	0
2944	132	133	0	0
2945	132	133	0	0
2946	132	133	0	0
2947	133	133	0	0
2948	133	134	0	0
2949	133	134	0	0
2950	133	134	0	0
2951	134	134	0	0
2952	134	135	0	0
2953	134	135	0	0
2954	134	135	0	0
2955	135	135	0	0
2956	135	136	0	0
2957	135	136	0	0
2958	135	136	0	0
2959	135	136	0	0
2960	136	137	0	0
2961	136	137	0	0
2962	136	137	0	0
2963	137	137	0	0
2964	137	137	0	0
2965	137	138	0	0
2966	137	138	0	0
2967	137	138	0	0
2968	138	139	0	0
2969	138	139	0	0
2970	139	139	0	0
2971	139	139	0	0
2972	139	139	0	0
2973	139	140	0	0
2974	139	140	0	0
2975	140	141	0	0
2976	140	141	0	0
2977	140	141	0	0
2978	141	141	0	0
2979	140	141	0	0
2980	141	142	0	0
2981	141	142	0	0
2982	142	142	0	0
2983	142	142	0	0
2984	142	142	0	0
2985	142	143	0	0
2986	142	143	0	0
2987	142	143	0	0
2988	143	143	0	0
2989	143	144	0	0
2990	143	144	0	0
2991	143	145	0	0
2992	143	144	0	0
2993	144	145	0	0
2994	144	145	0	0
2995	144	145	0	0
2996	145	145	0	0
2997	145	145	0	0
2998	145	146	0	0
2999	145	146	0	0
3000	145	146	0	0
3001	146	147	0	0
3002	146	147	0	0
3003	146	147	0	0
3004	147	147	0	0
3005	147	147	0	0
3006	147	148	0	1
3007	147	148	1	1
3008	147	148	1	1
3009	148	149	1	1
3010	148	148	1	1
3011	148	149	1	1
3012	148	149	1	1
3013	149	149	1	1
3014	149	149	1	1
3015	149	149	1	1
3016	149	150	1	1
3017	149	150	1	1
3018	150	150	1	1
3019	150	150	1	1
3020	150	151	1	1
3021	150	151	1	1
3022	150	151	1	1
3023	151	151	1	1
3024	151	151	1	1
3025	151	151	1	1
3026	151	152	1	1
3027	151	153	1	1
3028	152	153	1	1
3029	152	152	1	1
3030	152	153	1	1
3031	152	153	1	1
3032	152	153	1	1
3033	153	153	1	1
3034	153	153	1	1
3035	153	154	1	1
3036	153	154	1	1
3037	153	154	1	1
3038	153	154	1	1
3039	154	155	1	1
3040	154	154	1	1
3041	154	155	1	1
3042	154	155	1	1
3043	155	155	1	1
3044	155	155	1	1
3045	155	155	1	1
3046	155	156	1	1
3047	155	156	1	1
3048	156	156	1	1
3049	155	156	1	1
3050	156	157	1	1
3051	156	157	1	1
3052	156	157	1	1
3053	157	157	1	1
3054	156	157	1	1
3055	156	157	1	1
3056	157	157	1	1
3057	157	158	1	1
3058	157	158	1	1
3059	157	158	1	1
3060	157	158	1	1
3061	158	158	1	1
3062	158	158	1	1
3063	158	159	1	1
3064	158	159	1	1
3065	158	159	1	1
3066	158	159	1	1
3067	158	159	1	1
3068	159	159	1	1
3069	159	159	1	1
3070	159	160	1	1
3071	159	161	1	1
3072	159	161	1	1
3073	160	161	1	1
3074	160	160	1	1
3075	160	160	1	1
3076	160	161	1	1
3077	160	161	1	1
3078	160	161	1	1
3079	160	161	1	1
3080	160	161	1	1
3081	160	161	1	1
3082	161	161	1	1
3083	160	161	1	1
3084	161	161	1	1
3085	161	161	1	1
3086	161	161	1	1
3087	161	161	1	1
3088	161	162	1	1
3089	161	162	1	1
3090	161	162	1	1
3091	161	162	1	1
3092	161	163	1	1
3093	162	163	1	1
3094	162	162	1	1
3095	162	163	1	1
3096	162	163	1	1
3097	162	163	1	1
3098	163	163	1	1
3099	163	163	1	1
3100	163	163	1	1
3101	163	163	1	1
3102	163	163	1	1
3103	163	163	1	1
3104	163	163	1	1
3105	163	164	1	1
3106	163	164	1	1
3107	163	164	1	1
3108	163	164	1	1
3109	164	164	1	1
3110	164	164	1	1
3111	164	164	1	1
3112	164	164	1	1
3113	163	164	1	1
3114	164	165	1	1
3115	164	165	1	1
3116	164	165	1	1
3117	164	165	1	1
3118	164	165	1	1
3119	164	165	1	1
3120	165	165	1	1
3121	164	165	1	1
3122	164	165	1	1
3123	165	165	1	1
3124	165	165	1	1
3125	165	165	1	1
3126	165	165	1	1
3127	165	165	1	1
3128	165	166	1	1
3129	165	166	1	1
3130	165	166	1	1
3131	165	166	1	1
3132	165	166	1	1
3133	165	166	1	1
3134	165	166	1	1
3135	165	166	1	1
3136	166	166	1	1
3137	166	166	1	1
3138	166	166	1	1
3139	165	166	1	1
3140	166	166	1	1
3141	166	167	1	1
3142	166	166	1	1
3143	166	166	1	1
3144	166	166	1	1
3145	166	166	1	1
3146	166	166	1	1
3147	166	166	1	1
3148	166	167	1	1
3149	166	167	1	1
3150	166	167	1	1
3151	166	167	1	1
3152	166	167	1	1
3153	166	167	1	1
3154	166	167	1	1
3155	166	167	1	1
3156	166	167	1	1
3157	166	167	1	1
3158	166	167	1	1
3159	166	167	1	1
3160	166	167	1	1
3161	166	167	1	1
3162	166	167	1	1
3163	166	167	1	1
3164	166	167	1	1
3165	166	167	1	1
3166	166	167	1	1
3167	166	167	1	1
3168	166	167	1	1
3169	166	167	1	1
3170	166	167	1	1
3171	166	167	1	1
3172	166	167	1	1
3173	166	167	1	1
3174	166	167	1	1
3175	166	167	1	1
3176	166	167	1	1
3177	166	167	1	1
3178	166	167	1	1
3179	166	167	1	1
3180	166	167	1	1
3181	166	167	1	1
3182	166	167	1	1
3183	166	167	1	1
3184	166	167	1	1
3185	166	167	1	1
3186	166	167	1	1
3187	166	167	1	1
3188	166	166	1	1
3189	166	166	1	1
3190	166	167	1	1
3191	166	166	1	1
3192	166	166	1	1
3193	166	166	1	1
3194	166	166	1	1
3195	166	166	1	1
3196	166	166	1	1
3197	166	166	1	1
3198	165	166	1	1
3199	166	166	1	1
3200	165	166	1	1
3201	165	166	1	1
3202	165	166	1	1
3203	165	166	1	1
3204	165	166	1	1
3205	165	166	1	1
3206	165	166	1	1
3207	165	165	1	1
3208	165	165	1	1
3209	165	165	1	1
3210	165	165	1	1
3211	165	165	1	1
3212	165	165	1	1
3213	164	165	1	1
3214	164	165	1	1
3215	164	165	1	1
3216	164	165	1	1
3217	164	165	1	1
3218	164	165	1	1
3219	164	165	1	1
3220	164	165	1	1
3221	164	165	1	1
3222	163	165	1	1
3223	164	165	1	1
3224	164	164	1	1
3225	164	164	1	1
3226	163	164	1	1
3227	163	164	1	1
3228	163	164	1	1
3229	163	164	1	1
3230	163	164	1	1
3231	163	164	1	1
3232	163	164	1	1
3233	163	163	1	1
3234	163	163	1	1
3235	163	163	1	1
3236	163	163	1	1
3237	162	163	1	1
3238	162	163	1	1
3239	162	163	1	1
3240	162	163	1	1
3241	162	163	1	1
3242	162	163	1	1
3243	161	163	1	1
3244	162	162	1	1
3245	162	162	1	1
3246	161	162	1	1
3247	161	162	1	1
3248	161	162	1	1
3249	161	161	1	1
3250	161	161	1	1
3251	161	161	1	1
3252	161	161	1	1
3253	160	161	1	1
3254	160	161	1	1
3255	160	161	1	1
3256	160	161	1	1
3257	160	161	1	1
3258	160	161	1	1
3259	160	161	1	1
3260	160	160	1	1
3261	160	160	1	1
3262	159	160	1	1
3263	159	161	1	1
3264	159	160	1	1
3265	159	160	1	1
3266	159	160	1	1
3267	159	160	1	1
3268	159	160	1	1
3269	159	159	1	1
3270	158	159	1	1
3271	158	159	1	1
3272	158	159	1	1
3273	158	159	1	1
3274	157	158	1	1
3275	157	158	1	1
3276	157	158	1	1
3277	157	158	1	1
3278	157	158	1	1
3279	157	157	1	1
3280	157	157	1	1
3281	157	157	1	1
3282	156	157	1	1
3283	156	157	1	1
3284	156	157	1	1
3285	156	156	1	1
3286	155	156	1	1
3287	155	156	1	1
3288	155	156	1	1
3289	155	156	1	1
3290	155	155	1	1
3291	155	155	1	1
3292	155	155	1	1
3293	154	155	1	1
3294	154	155	1	1
3295	154	155	1	1
3296	154	154	1	1
3297	153	154	1	1
3298	153	154	1	1
3299	153	154	1	1
3300	153	154	1	1
3301	153	154	1	1
3302	152	153	1	1
3303	152	153	1	1
3304	152	153	1	1
3305	152	152	1	1
3306	152	152	1	1
3307	151	152	1	1
3308	151	152	1	1
3309	151	152	1	1
3310	151	151	1	1
3311	151	151	1	1
3312	150	151	1	1
3313	150	151	1	1
3314	150	151	1	1
3315	150	151	1	1
3316	150	150	1	1
3317	149	150	1	1
3318	149	150	1	1
3319	149	150	1	1
3320	149	150	1	1
3321	149	149	1	1
3322	149	149	1	1
3323	148	149	1	1
3324	148	149	1	1
3325	148	148	1	1
3326	148	148	1	1
3327	148	148	1	1
3328	147	148	1	1
3329	147	148	1	1
3330	147	148	1	1
3331	147	147	1	1
3332	146	147	1	1
3333	146	147	1	1
3334	146	147	1	1
3335	145	147	1	1
3336	145	146	1	1
3337	145	146	1	1
3338	145	146	1	1
3339	144	145	1	1
3340	144	145	1	1
3341	144	145	1	1
3342	144	144	1	1
3343	144	144	1	1
3344	143	144	1	1
3345	143	144	1	1
3346	143	144	1	1
3347	143	144	1	1
3348	143	143	1	1
3349	142	143	1	1
3350	142	143	1	1
3351	142	143	1	1
3352	142	142	1	1
3353	141	142	1	1
3354	141	142	1	1
3355	141	142	1	1
3356	140	141	1	1
3357	140	141	1	1
3358	140	141	1	1
3359	140	141	1	1
3360	140	140	1	1
3361	139	140	1	1
3362	139	140	1	1
3363	139	140	1	1
3364	139	139	1	1
3365	138	139	1	1
3366	138	139	1	1
3367	138	139	1	1
3368	138	138	1	1
3369	137	138	1	1
3370	137	138	1	1
3371	137	138	1	1
3372	136	137	1	1
3373	136	137	1	1
3374	136	137	1	1
3375	136	137	1	1
3376	136	136	1	1
3377	135	136	1	1
3378	135	136	1	1
3379	135	136	1	1
3380	134	135	1	1
3381	134	135	1	1
3382	134	135	1	1
3383	134	135	1	1
3384	134	135	1	1
3385	134	134	1	1
3386	133	134	1	1
3387	133	134	1	1
3388	133	133	1	1
3389	133	133	1	1
3390	132	133	1	1
3391	132	133	1	1
3392	132	133	1	1
3393	132	132	1	1
3394	131	132	1	1
3395	131	132	1	1
3396	131	131	1	1
3397	130	131	1	1
3398	130	131	1	1
3399	130	131	1	1
3400	130	130	1	1
3401	129	130	1	1
3402	129	130	1	1
3403	129	130	1	1
3404	129	129	1	1
3405	129	129	1	1
3406	129	129	1	1
3407	128	129	1	1
3408	128	129	1	1
3409	127	129	1	1
3410	128	128	1	1
3411	127	128	1	1
3412	127	129	1	1
3413	127	129	1	1
3414	126	128	1	1
3415	126	128	1	1
3416	126	128	1	1
3417	126	127	1	1
3418	126	126	1	1
3419	126	126	1	1
3420	125	126	1	1
3421	125	126	1	1
3422	125	126	1	1
3423	125	125	0	1
3424	124	125	0	0
3425	124	125	0	0
3426	124	125	0	0
3427	124	124	0	0
3428	123	124	0	0
3429	123	124	0	0
3430	123	124	0	0
3431	123	124	0	0
3432	123	123	0	0
3433	122	123	0	0
3434	122	123	0	0
3435	122	123	0	0
3436	121	122	0	0
3437	121	122	0	0
3438	121	122	0	0
3439	121	121	0	0
3440	121	121	0	0
3441	120	121	0	0
3442	120	121	0	0
3443	120	121	0	0
3444	120	120	0	0
3445	119	120	0	0
3446	119	119	0	0
3447	119	119	0	0
3448	118	119	0	0
3449	118	119	0	0
3450	118	119	0	0
3451	118	119	0	0
3452	117	118	0	0
3453	117	118	0	0
3454	117	118	0	0
3455	117	118	0	0
3456	117	117	0	0
3457	117	117	0	0
3458	116	117	0	0
3459	116	117	0	0
3460	116	116	0	0
3461	116	116	0	0
3462	116	116	0	0
3463	115	116	0	0
3464	115	115	0	0
3465	115	115	0	0
3466	115	115	0	0
3467	114	115	0	0
3468	114	115	0	0
3469	113	115	0	0
3470	113	114	0	0
3471	113	114	0	0
3472	113	113	0	0
3473	113	113	0	0
3474	113	113	0	0
3475	112	113	0	0
3476	112	113	0	0
3477	112	113	0	0
3478	112	113	0	0
3479	111	112	0	0
3480	112	112	0	0
3481	111	112	0	0
3482	111	112	0	0
3483	111	112	0	0
3484	111	112	0	0
3485	110	111	0	0
3486	110	111	0	0
3487	110	111	0	0
3488	110	110	0	0
3489	110	110	0	0
3490	110	110	0	0
3491	109	110	0	0
3492	109	110	0	0
3493	109	110	0	0
3494	109	109	0	0
3495	109	109	0	0
3496	108	109	0	0
3497	108	109	0	0
3498	108	109	0	0
3499	107	108	0	0
3500	107	108	0	0
3501	107	108	0	0
3502	107	108	0	0
3503	107	107	0	0
3504	107	107	0	0
3505	106	107	0	0
3506	107	107	0	0
3507	106	107	0	0
3508	106	107	0	0
3509	106	106	0	0
3510	105	106	0	0
3511	105	106	0	0
3512	105	106	0	0
3513	105	106	0	0
3514	105	106	0	0
3515	105	106	0	0
3516	104	105	0	0
3517	104	105	0	0
3518	104	105	0	0
3519	104	105	0	0
3520	104	105	0	0
3521	104	104	0	0
3522	104	104	0	0
3523	103	104	0	0
3524	103	104	0	0
3525	103	104	0	0
3526	103	104	0	0
3527	103	103	0	0
3528	102	103	0	0
3529	103	103	0	0
3530	102	103	0	0
3531	103	103	0	0
3532	102	103	0	0
3533	102	103	0	0
3534	102	102	0	0
3535	101	102	0	0
3536	102	102	0	0
3537	101	102	0	0
3538	101	102	0	0
3539	101	102	0	0
3540	101	102	0	0
3541	101	101	0	0
3542	101	101	0	0
3543	100	101	0	0
3544	101	101	0	0
3545	100	101	0	0
3546	100	101	0	0
3547	100	101	0	0
3548	100	101	0	0
3549	100	101	0	0
3550	99	101	0	0
3551	100	100	0	0
3552	99	100	0	0
3553	99	100	0	0
3554	99	100	0	0
3555	99	100	0	0
3556	99	99	0	0
3557	99	99	0	0
3558	99	99	0	0
3559	98	99	0	0
3560	99	99	0	0
3561	98	99	0	0
3562	98	99	0	0
3563	98	99	0	0
3564	98	99	0	0
3565	98	99	0	0
3566	98	99	0	0
3567	98	99	0	0
3568	97	98	0	0
3569	97	98	0	0
3570	97	99	0	0
3571	97	98	0	0
3572	97	98	0	0
3573	97	97	0	0
3574	97	97	0	0
3575	97	97	0	0
3576	97	98	0	0
3577	97	97	0	0
3578	97	97	0	0
3579	97	97	0	0
3580	97	97	0	0
3581	96	97	0	0
3582	97	97	0	0
3583	96	97	0	0
3584	97	97	0	0
3585	96	97	0	0
3586	96	97	0	0
3587	96	97	0	0
3588	96	96	0	0
3589	96	97	0	0
3590	96	97	0	0
3591	96	97	0	0
3592	96	96	0	0
3593	96	96	0	0
3594	96	96	0	0
3595	96	96	0	0
3596	96	96	0	0
3597	95	96	0	0
3598	95	96	0	0
3599	95	97	0	0
3600	95	97	0	0
3601	95	96	0	0
3602	95	96	0	0
3603	95	96	0	0
3604	95	97	0	0
3605	95	96	0	0
3606	95	96	0	0
3607	95	96	0	0
3608	95	96	0	0
3609	95	96	0	0
3610	95	96	0	0
3611	95	96	0	0
3612	95	96	0	0
3613	95	96	0	0
3614	95	96	0	0
3615	95	96	0	0
3616	95	96	0	0
3617	95	96	0	0
3618	95	96	0	0
3619	95	96	0	0
3620	95	97	0	0
3621	95	96	0	0
3622	95	96	0	0
3623	95	96	0	0
3624	95	96	0	0
3625	95	96	0	0
3626	95	96	0	0
3627	95	96	0	0
3628	95	96	0	0
3629	95	97	0	0
3630	95	96	0	0
3631	95	97	0	0
3632	95	96	0	0
3633	95	96	0	0
3634	95	96	0	0
3635	95	96	0	0
3636	95	96	0	0
3637	95	97	0	0
3638	95	97	0	0
3639	95	96	0	0
3640	95	96	0	0
3641	95	96	0	0
3642	95	97	0	0
3643	95	96	0	0
3644	95	96	0	0
3645	95	96	0	0
3646	95	96	0	0
3647	95	96	0	0
3648	95	96	0	0
3649	95	97	0	0
3650	96	96	0	0
3651	96	96	0	0
3652	96	96	0	0
3653	95	96	0	0
3654	95	96	0	0
3655	96	97	0	0
3656	95	96	0	0
3657	96	96	0	0
3658	96	96	0	0
3659	96	96	0	0
3660	96	96	0	0
3661	96	96	0	0
3662	96	97	0	0
3663	96	97	0	0
3664	96	97	0	0
3665	96	97	0	0
3666	96	96	0	0
3667	96	97	0	0
3668	96	97	0	0
3669	96	97	0	0
3670	97	97	0	0
3671	97	97	0	0
3672	97	97	0	0
3673	97	97	0	0
3674	97	97	0	0
3675	97	97	0	0
3676	97	97	0	0
3677	97	97	0	0
3678	97	97	0	0
3679	97	97	0	0
3680	97	98	0	0
3681	97	98	0	0
3682	97	98	0	0
3683	97	98	0	0
3684	97	99	0	0
3685	97	98	0	0
3686	98	98	0	0
3687	97	99	0	0
3688	98	99	0	0
3689	98	99	0	0
3690	98	99	0	0
3691	98	99	0	0
3692	98	99	0	0
3693	99	99	0	0
3694	98	99	0	0
3695	99	99	0	0
3696	99	100	0	0
3697	99	99	0	0
3698	99	100	0	0
3699	99	100	0	0
3700	99	100	0	0
3701	99	100	0	0
3702	100	100	0	0
3703	99	100	0	0
3704	100	101	0	0
3705	100	100	0	0
3706	100	101	0	0
3707	100	101	0	0
3708	100	101	0	0
3709	101	101	0	0
3710	100	101	0	0
3711	101	101	0	0
3712	101	101	0	0
3713	101	101	0	0
3714	101	102	0	0
3715	101	102	0	0
3716	101	102	0	0
3717	101	102	0	0
3718	102	102	0	0
3719	102	102	0	0
3720	102	102	0	0
3721	102	102	0	0
3722	102	103	0	0
3723	102	103	0	0
3724	103	103	0	0
3725	102	103	0	0
3726	103	103	0	0
3727	103	103	0	0
3728	103	103	0	0
3729	103	104	0	0
3730	103	104	0	0
3731	104	105	0	0
3732	103	104	0	0
3733	104	105	0	0
3734	104	105	0	0
3735	104	105	0	0
3736	104	105	0	0
3737	104	105	0	0
3738	105	105	0	0
3739	105	106	0	0
3740	105	106	0	0
3741	105	106	0	0
3742	105	106	0	0
3743	106	106	0	0
3744	106	106	0	0
3745	106	107	0	0
3746	106	107	0	0
3747	107	107	0	0
3748	107	107	0	0
3749	107	107	0	0
3750	107	107	0	0
3751	107	108	0	0
3752	107	108	0	0
3753	108	108	0	0
3754	108	108	0	0
3755	108	108	0	0
3756	108	109	0	0
3757	109	109	0	0
3758	108	109	0	0
3759	109	109	0	0
3760	109	109	0	0
3761	109	110	0	0
3762	109	110	0	0
3763	110	110	0	0
3764	109	110	0	0
3765	110	111	0	0
3766	110	110	0	0
3767	110	111	0	0
3768	110	111	0	0
3769	110	111	0	0
3770	111	111	0	0
3771	111	112	0	0
3772	111	112	0	0
3773	111	112	0	0
3774	112	112	0	0
3775	111	113	0	0
3776	112	112	0	0
3777	112	113	0	0
3778	112	113	0	0
3779	113	113	0	0
3780	113	113	0	0
3781	113	114	0	0
3782	113	114	0	0
3783	113	114	0	0
3784	113	115	0	0
3785	114	115	0	0
3786	114	115	0	0
3787	114	115	0	0
3788	115	115	0	0
3789	115	115	0	0
3790	115	116	0	0
3791	115	116	0	0
3792	115	116	0	0
3793	116	117	0	0
3794	116	117	0	0
3795	116	117	0	0
3796	117	117	0	0
3797	117	117	0	0
3798	117	117	0	0
3799	117	118	0	0
3800	117	118	0	0
3801	118	118	0	0
3802	118	119	0	0
3803	118	119	0	0
3804	118	119	0	0
3805	119	119	0	0
3806	119	119	0	0
3807	119	119	0	0
3808	119	120	0	0
3809	119	120	0	0
3810	120	120	0	0
3811	120	120	0	0
3812	120	121	0	0
3813	120	121	0	0
3814	120	121	0	0
3815	120	121	0	0
3816	121	122	0	0
3817	121	122	0	0
3818	122	122	0	0
3819	122	122	0	0
3820	122	123	0	0
3821	122	123	0	0
3822	123	123	0	0
3823	123	123	0	0
3824	123	123	0	0
3825	123	124	0	0
3826	123	124	0	0
3827	124	125	0	0
3828	124	125	0	0
3829	124	125	0	0
3830	125	125	0	0
3831	125	126	0	0
3832	125	126	0	0
3833	125	126	0	0
3834	125	126	0	0
3835	126	126	0	0
3836	126	127	0	0
3837	126	127	0	0
3838	127	127	0	0
3839	127	127	0	0
3840	127	127	0	0
3841	127	128	0	0
3842	127	129	0	0
3843	128	128	0	0
3844	128	128	0	0
3845	128	129	0	0
3846	128	129	0	0
3847	128	129	0	0
3848	129	129	0	0
3849	129	129	0	0
3850	129	130	0	0
3851	129	130	0	0
3852	130	130	0	0
3853	129	131	0	0
3854	130	131	0	0
3855	130	131	0	0
3856	131	131	0	0
3857	131	131	0	0
3858	131	132	0	0
3859	131	132	0	0
3860	131	133	0	0
3861	132	132	0	0
3862	132	133	0	0
3863	132	133	0	0
3864	133	133	0	0
3865	133	133	0	0
